category,name,description,status,price_ars,price_cents,source_page,raw_line
ADITIVOS,EMETH EXTRACTO DE MALTA EMETH - BALDE 5.6 KG,,priced,18000.0,1800000,6,"EMETH EXTRACTO DE MALTA EMETH - BALDE 5.6 KG $18.000,00"
ADITIVOS,DEWEY PROPIONATO DE CALCIO DEWEY - BOLSA 1 KG,,no_price,,,6,DEWEY PROPIONATO DE CALCIO DEWEY - BOLSA 1 KG -
ADITIVOS,DEWEY EXTRACTO DE MALTA DEWEY - POTE 350 G,,no_price,,,6,DEWEY EXTRACTO DE MALTA DEWEY - POTE 350 G -
ADITIVOS,EMETH POLVO PARA HORNEAR EMETH - BALDE 3 KG,,priced,17200.0,1720000,6,"EMETH POLVO PARA HORNEAR EMETH - BALDE 3 KG $17.200,00"
ADITIVOS,EMETH POLVO PARA HORNEAR EMETH - BOLSA 3 KG,,priced,14500.0,1450000,6,"EMETH POLVO PARA HORNEAR EMETH - BOLSA 3 KG $14.500,00"
ADITIVOS,EMETH ÃCIDO ACÉTICO EMETH - BIDÕN 1 L,,priced,9800.0,980000,6,"EMETH ÃCIDO ACÉTICO EMETH - BIDÕN 1 L $9.800,00"
ADITIVOS,EMETH HARINA DE MALTA - BOLSA 10 KG,,priced,13200.0,1320000,6,"EMETH HARINA DE MALTA - BOLSA 10 KG $13.200,00"
ADITIVOS,EMETH SORBATO DE POTASIO EMETH - POTE 1 L,,priced,12000.0,1200000,6,"EMETH SORBATO DE POTASIO EMETH - POTE 1 L $12.000,00"
ADITIVOS,EMETH BICARBONATO DE AMONIO EMETH - BOLSA 1 KG,,priced,5500.0,550000,6,"EMETH BICARBONATO DE AMONIO EMETH - BOLSA 1 KG $5.500,00"
ADITIVOS,DEWEY BICARBONATO DE AMONIO DEWEY - BOLSA 2 KG,,priced,11600.0,1160000,6,"DEWEY BICARBONATO DE AMONIO DEWEY - BOLSA 2 KG $11.600,00"
ADITIVOS,EMETH BICARBONATO DE SODIO EMETH - BOLSA 1KG,,priced,5500.0,550000,6,"EMETH BICARBONATO DE SODIO EMETH - BOLSA 1KG $5.500,00"
ADITIVOS,GHELCO COMPLEMENTO LÍQUIDO GHELCO - FRASCO 500 ML,,priced,6000.0,600000,6,"GHELCO COMPLEMENTO LÍQUIDO GHELCO - FRASCO 500 ML $6.000,00"
ADITIVOS,LESAFFRE MAGIMIX NARANJA - BOLSA 10 KG,,priced,37900.0,3790000,6,"LESAFFRE MAGIMIX NARANJA - BOLSA 10 KG $37.900,00"
ADITIVOS,LESAFFRE MAGIMIX R0J0 - BOLSA 10 KG,,priced,46000.0,4600000,6,"LESAFFRE MAGIMIX R0J0 - BOLSA 10 KG $46.000,00"
ADITIVOS,LESAFFRE MAGIMIX VERDE FRESCURA - BOLSA 5 KG,,priced,53000.0,5300000,6,"LESAFFRE MAGIMIX VERDE FRESCURA - BOLSA 5 KG $53.000,00"
ADITIVOS,LESAFFRE MAGIMIX C - CAJA 1 KG,,priced,12220.0,1222000,6,"LESAFFRE MAGIMIX C - CAJA 1 KG $12.220,00"
ADITIVOS,POWDER POLVO PARA HORNEAR POWDER - BALDE 3 KG,,priced,16000.0,1600000,6,"POWDER POLVO PARA HORNEAR POWDER - BALDE 3 KG $16.000,00"
ADITIVOS,POWDER POLVO PARA HORNEAR POWDER - POTE 1 KG,,priced,9000.0,900000,6,"POWDER POLVO PARA HORNEAR POWDER - POTE 1 KG $9.000,00"
ADITIVOS,POWDER POLVO PARA HORNEAR POWDER - POTE 100 G,,priced,1800.0,180000,6,"POWDER POLVO PARA HORNEAR POWDER - POTE 100 G $1.800,00"
ADITIVOS,TAXONERA EMULSIONANTE EN PASTATAXONERA - BALDE 3.75 KG,,priced,16000.0,1600000,6,"TAXONERA EMULSIONANTE EN PASTATAXONERA - BALDE 3.75 KG $16.000,00"
ADITIVOS,TAXONERA TAXOPASTRY,,priced,24000.0,2400000,6,"TAXONERA TAXOPASTRY $24.000,00"
ALCOHOL,CROTTA MOSCATO CROTTA - BOTELLA 930 ML,,no_price,,,6,CROTTA MOSCATO CROTTA - BOTELLA 930 ML -
ALCOHOL,EL ABUELO OPORTO EL ABUELO - BOTELLA 750 ML,,priced,8500.0,850000,6,"EL ABUELO OPORTO EL ABUELO - BOTELLA 750 ML $8.500,00"
ALCOHOL,LATRIESTINA MARRASCHINO LATRIESTINA - BOTELLA 950 ML,,priced,4300.0,430000,6,"LATRIESTINA MARRASCHINO LATRIESTINA - BOTELLA 950 ML $4.300,00"
ALCOHOL,LATRIESTINA RON LATRIESTINA - BOTELLA 950 ML,,priced,4300.0,430000,6,"LATRIESTINA RON LATRIESTINA - BOTELLA 950 ML $4.300,00"
ALCOHOL,PROMESA MOSCATO PROMESA - BOTELLA 750 ML,,consultar,,,7,PROMESA MOSCATO PROMESA - BOTELLA 750 ML consultar
BAÑADOS,ARGENFRUT MICRO CEREAL CON CHOCOLATE BLANCO ARSENFRUT 110.200 - BOLSA 1 KG,,priced,18500.0,1850000,7,"ARGENFRUT MICRO CEREAL CON CHOCOLATE BLANCO ARSENFRUT 110.200 - BOLSA 1 KG $18.500,00"
BAÑADOS,ARGENFRUT MICRO CEREAL CON CHOCOLATE CON LECHE ARGENFRUT 110.100 - BOLSA 1 KG,,priced,18500.0,1850000,7,"ARGENFRUT MICRO CEREAL CON CHOCOLATE CON LECHE ARGENFRUT 110.100 - BOLSA 1 KG $18.500,00"
BAÑADOS,ARGENFRUT MICRO GALLETITAS CHOCOLATE BLANCO ARGENFRUT 105.200 - BOLSA 1 KG,,priced,17000.0,1700000,7,"ARGENFRUT MICRO GALLETITAS CHOCOLATE BLANCO ARGENFRUT 105.200 - BOLSA 1 KG $17.000,00"
BAÑADOS,ARGENFRUT CEREAL CONFITE,,priced,12000.0,1200000,7,"ARGENFRUT CEREAL CONFITE $12.000,00"
BAÑADOS,ARGENFRUT GARRAPIÑADAS,,priced,8000.0,800000,7,"ARGENFRUT GARRAPIÑADAS $8.000,00"
BAÑADOS,ARGENFRUT PASAS DE UVA CON CHOCOLATE,,priced,12500.0,1250000,7,"ARGENFRUT PASAS DE UVA CON CHOCOLATE $12.500,00"
BAÑADOS,CAVIWA CROCANTE DE MANÍ CON CHOCOLATE CAVIWA - BOLSA 1 KG,,priced,7500.0,750000,7,"CAVIWA CROCANTE DE MANÍ CON CHOCOLATE CAVIWA - BOLSA 1 KG $7.500,00"
BAÑADOS,CHOCOLATE COLONIAL BOTONCITOS DE CHOCOLATE BLANCO CON DULCE DE LECHE CHOCOLATE COLONIAL - BOLSA 1 KG,,no_price,,,7,CHOCOLATE COLONIAL BOTONCITOS DE CHOCOLATE BLANCO CON DULCE DE LECHE CHOCOLATE COLONIAL - BOLSA 1 KG -
BAÑADOS,CHOCOLATES INDUSTRIALES ARÁNDANOS CON COBERTURA SEMIAMARSA CHOCOLATES INDUSTRIALES - BOLSA 500 G,,no_price,,,7,CHOCOLATES INDUSTRIALES ARÁNDANOS CON COBERTURA SEMIAMARSA CHOCOLATES INDUSTRIALES - BOLSA 500 G -
BAÑADOS,CHOCOLATES INDUSTRIALES GRANOS DE CAFÉ CON COBERTURA SEMIAMARSA CHOCOLATES INDUSTRIALES - BOLSA 500 G,,no_price,,,7,CHOCOLATES INDUSTRIALES GRANOS DE CAFÉ CON COBERTURA SEMIAMARSA CHOCOLATES INDUSTRIALES - BOLSA 500 G -
BAÑADOS,CHOCOLATES INDUSTRIALES NARANJAS CON COBERTURA DE CHOCOLATE SEMIAMARGO CHOCOLATES INDUSTRIALES - BOLSA 500 G,,no_price,,,7,CHOCOLATES INDUSTRIALES NARANJAS CON COBERTURA DE CHOCOLATE SEMIAMARGO CHOCOLATES INDUSTRIALES - BOLSA 500 G -
BAÑADOS,CHOCOLATES INDUSTRIALES ALMENDRAS CON CHOCOLATE,,priced,28000.0,2800000,7,"CHOCOLATES INDUSTRIALES ALMENDRAS CON CHOCOLATE $28.000,00"
HELADERÍA - TOPPINGS,FABBRI PREMEZCLA PARA HELADOS FABBRI LIMÓN PG - SACHET 1 KG,,no_price,,,7,FABBRI PREMEZCLA PARA HELADOS FABBRI LIMÓN PG - SACHET 1 KG -
HELADERÍA - TOPPINGS,FABBRI PREMEZCLA PARA HELADOS FABBRI MOUSSE CREAM - SACHET 1 KG,,no_price,,,7,FABBRI PREMEZCLA PARA HELADOS FABBRI MOUSSE CREAM - SACHET 1 KG -
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI DE VAINILLA CAJA X 4,,priced,60000.0,6000000,7,"PEHUENIA SIROPPI DE VAINILLA CAJA X 4 $60.000,00"
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI DE TOFFE CARAMEL CAJA X 4,,priced,60000.0,6000000,7,"PEHUENIA SIROPPI DE TOFFE CARAMEL CAJA X 4 $60.000,00"
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI DE AVELLANA CAJA X 4,,priced,60000.0,6000000,7,"PEHUENIA SIROPPI DE AVELLANA CAJA X 4 $60.000,00"
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI DE PISTACHO CAJA X 4,,priced,75000.0,7500000,7,"PEHUENIA SIROPPI DE PISTACHO CAJA X 4 $75.000,00"
HELADERÍA - TOPPINGS,PEHUENIA SMOTHIES MANGO / MARACUYA CAJA X 4,,priced,133000.0,13300000,7,"PEHUENIA SMOTHIES MANGO / MARACUYA CAJA X 4 $133.000,00"
HELADERÍA - TOPPINGS,PEHUENIA SMOTHIES FRUTOS DEL BOSQUE CAJA X 4,,priced,123000.0,12300000,7,"PEHUENIA SMOTHIES FRUTOS DEL BOSQUE CAJA X 4 $123.000,00"
HELADERÍA - TOPPINGS,GHELCO SIROPPI CHARLOT 3839/5 - P0M0 850 S,,no_price,,,7,GHELCO SIROPPI CHARLOT 3839/5 - P0M0 850 S -
HELADERÍA - TOPPINGS,GHELCO SIROPPI FRUTILLA 3820/5 - P0M0 900 G,,no_price,,,7,GHELCO SIROPPI FRUTILLA 3820/5 - P0M0 900 G -
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI SABOR PISTACHO - POTE 510 G,,no_price,,,7,PEHUENIA SIROPPI SABOR PISTACHO - POTE 510 G -
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI SABOR FRUTOS DEL BOSQUE PEHUENUT - POTE 510 G,,no_price,,,7,PEHUENIA SIROPPI SABOR FRUTOS DEL BOSQUE PEHUENUT - POTE 510 G -
HELADERÍA - TOPPINGS,PEHUENIA SIROPPI SABOR MARACUYÁ PEHUENUT - POTE 5J 0 G,,no_price,,,7,PEHUENIA SIROPPI SABOR MARACUYÁ PEHUENUT - POTE 5J 0 G -
HELADERÍA - TOPPINGS,PEHUENIA PISTACHA X5KG,,priced,140000.0,14000000,7,"PEHUENIA PISTACHA X5KG $140.000,00"
LEVADURA,LESAFFRE LEVADURA EN POLVO LEVEX - DISPLAY 25 SOBRES X 20 S,,priced,15000.0,1500000,7,"LESAFFRE LEVADURA EN POLVO LEVEX - DISPLAY 25 SOBRES X 20 S $15.000,00"
LEVADURA,LESAFFRE LEVADURA EN POLVO LEVEX - SOBRE 20 S,,no_price,,,7,LESAFFRE LEVADURA EN POLVO LEVEX - SOBRE 20 S -
LEVADURA,LESAFFRE LEVADURA REKORD - CAJA 20 X 500 G,,priced,57500.0,5750000,7,"LESAFFRE LEVADURA REKORD - CAJA 20 X 500 G $57.500,00"
LEVADURA,LESAFFRE LEVADURA REKORD - PAQUETE 500 S,,priced,3000.0,300000,7,"LESAFFRE LEVADURA REKORD - PAQUETE 500 S $3.000,00"
LEVADURA,LESAFFRE LEVADURA INSTANT SUCCESS 10 KG (20 X 500 GR),,priced,142000.0,14200000,7,"LESAFFRE LEVADURA INSTANT SUCCESS 10 KG (20 X 500 GR) $142.000,00"
LEVADURA,DOUBLE STAR LEVADURA SECA DOUBLE STAR 10 KG (20 X 500 GR),,priced,98000.0,9800000,7,"DOUBLE STAR LEVADURA SECA DOUBLE STAR 10 KG (20 X 500 GR) $98.000,00"
TARTELETAS,EDEMY TARTELETAS DULCES EDEMY - BANDEJA 36 UN,,consultar,,,7,EDEMY TARTELETAS DULCES EDEMY - BANDEJA 36 UN consultar
TARTELETAS,EDEMY TARTELETAS SALADAS EDEMY - BANDEJA 36 UN,,consultar,,,7,EDEMY TARTELETAS SALADAS EDEMY - BANDEJA 36 UN consultar
CROCANTES,ARGENFRUT CROCANTE DE MANÍ ARGENFRUT SABOR VAINILLA 109-200 - BOLSA 1 KG,,priced,6500.0,650000,7,"ARGENFRUT CROCANTE DE MANÍ ARGENFRUT SABOR VAINILLA 109-200 - BOLSA 1 KG $6.500,00"
CROCANTES,CAVIWA CROCANTE DE MANÍ CAVIWA SABOR ALMENDRA - BOLSA 1 KG,,priced,6500.0,650000,7,"CAVIWA CROCANTE DE MANÍ CAVIWA SABOR ALMENDRA - BOLSA 1 KG $6.500,00"
CROCANTES,CAVIWA CROCANTE DE MANÍ CAVIWA SABOR AVELLANA - BOLSA 1 KG,,priced,6500.0,650000,7,"CAVIWA CROCANTE DE MANÍ CAVIWA SABOR AVELLANA - BOLSA 1 KG $6.500,00"
CROCANTES,CAVIWA CROCANTE DE MANÍ CAVIWA SABOR NUEZ - BOLSA 1 KS,,priced,6500.0,650000,7,"CAVIWA CROCANTE DE MANÍ CAVIWA SABOR NUEZ - BOLSA 1 KS $6.500,00"
CROCANTES,CAVIWA MANÍ FILETEADO CAVIWA - BOLSA 1 KG,,priced,8000.0,800000,7,"CAVIWA MANÍ FILETEADO CAVIWA - BOLSA 1 KG $8.000,00"
CROCANTES,VARIOS MANÍ FILETEADO - CAJA 5 KG,,priced,47200.0,4720000,7,"VARIOS MANÍ FILETEADO - CAJA 5 KG $47.200,00"
"GRANAS, GRAGEAS Y SPRINKLES",DECOR MAGIC GRAGEAS DECOR MAGIC COLORES VARIOS - BOLSA 1 KG,,no_price,,,7,DECOR MAGIC GRAGEAS DECOR MAGIC COLORES VARIOS - BOLSA 1 KG -
"GRANAS, GRAGEAS Y SPRINKLES",DECOR MAGIC GRANAS DECOR MAGIC MULTICOLORES - BOLSA 1 KG,,priced,3600.0,360000,7,"DECOR MAGIC GRANAS DECOR MAGIC MULTICOLORES - BOLSA 1 KG $3.600,00"
"GRANAS, GRAGEAS Y SPRINKLES",DECOR MAGIC GRANAS DECOR MAGIC SABOR CHOCOLATE - BOLSA 1 KG,,priced,3600.0,360000,7,"DECOR MAGIC GRANAS DECOR MAGIC SABOR CHOCOLATE - BOLSA 1 KG $3.600,00"
"GRANAS, GRAGEAS Y SPRINKLES",PROIN GRANAS COLORES VARIOS - BOLSA 1 KG,,priced,3600.0,360000,7,"PROIN GRANAS COLORES VARIOS - BOLSA 1 KG $3.600,00"
"GRANAS, GRAGEAS Y SPRINKLES",DECOR MAGIC SPRINKLES - BOLSA 1 KG,,priced,9000.0,900000,7,"DECOR MAGIC SPRINKLES - BOLSA 1 KG $9.000,00"
FONDANTYPASTASCUBRETORTA,AMENTUEL S.A. PASTA BALLINA MAZAPÁN - ENVASE 500 G,,priced,3100.0,310000,7,"AMENTUEL S.A. PASTA BALLINA MAZAPÁN - ENVASE 500 G $3.100,00"
FONDANTYPASTASCUBRETORTA,AMENTUEL S.A. PASTA BALLINA PARA CUBRIR TORTAS SABOR CHOCOLATE - CAJA 3 KG,,priced,17500.0,1750000,7,"AMENTUEL S.A. PASTA BALLINA PARA CUBRIR TORTAS SABOR CHOCOLATE - CAJA 3 KG $17.500,00"
FONDANTYPASTASCUBRETORTA,AMENTUEL S.A. PASTA BALLINA PARA CUBRIR TORTAS FÕRMULA H SABOR DULCE DE LECHE - ENVASE 750 G,,no_price,,,7,AMENTUEL S.A. PASTA BALLINA PARA CUBRIR TORTAS FÕRMULA H SABOR DULCE DE LECHE - ENVASE 750 G -
FONDANTYPASTASCUBRETORTA,EMETH PASTA FONDANT EMETH - POTE 5 KG,,priced,14500.0,1450000,7,"EMETH PASTA FONDANT EMETH - POTE 5 KG $14.500,00"
FONDANTYPASTASCUBRETORTA,VARIOS PASTA FONDANT - POTE 10 KG,,priced,27000.0,2700000,7,"VARIOS PASTA FONDANT - POTE 10 KG $27.000,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA AMARILLA - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA AMARILLA - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA AZUL - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA AZUL - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA AZUL - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA AZUL - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA FUCSIA - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA FUCSIA - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA ROSA - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA ROSA - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA VERDE CÉSPED - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA VERDE CÉSPED - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA BLANCA - SACHET 500 S,,priced,3200.0,320000,7,"DECOR PASTA AMERICANA BLANCA - SACHET 500 S $3.200,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA NEGRA - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA NEGRA - SACHET 500 G $3.900,00"
PASTAS AMERICANAS,DECOR PASTA AMERICANA ROJA - SACHET 500 G,,priced,3900.0,390000,7,"DECOR PASTA AMERICANA ROJA - SACHET 500 G $3.900,00"
PASTAS DE GOMA/PASTILLAJE,AMENTUEL S.A. PASTA DE GOMA BALLINA COLOR BLANCO - ENVASE 500 G,,priced,3500.0,350000,7,"AMENTUEL S.A. PASTA DE GOMA BALLINA COLOR BLANCO - ENVASE 500 G $3.500,00"
PASTAS DE GOMA/PASTILLAJE,DECOR PASTA DE GOMA DECOR ROJA - SACHET 500 G,,priced,3500.0,350000,7,"DECOR PASTA DE GOMA DECOR ROJA - SACHET 500 G $3.500,00"
PASTAS DE GOMA/PASTILLAJE,DECOR PASTA DE GOMA BLANCA - SACHET 500 G,,priced,3500.0,350000,7,"DECOR PASTA DE GOMA BLANCA - SACHET 500 G $3.500,00"
PASTAS DE GOMA/PASTILLAJE,DECOR PASTA DE GOMA DECOR BLANCA - SACHET 500 G,,priced,3500.0,350000,7,"DECOR PASTA DE GOMA DECOR BLANCA - SACHET 500 G $3.500,00"
PASTAS DE GOMA/PASTILLAJE,DECOR PASTA DE GOMA DECOR NEGRA - SACHET 500 G,,priced,3500.0,350000,8,"DECOR PASTA DE GOMA DECOR NEGRA - SACHET 500 G $3.500,00"
FRATACHOS Y ESPÁTULAS,LA BOTICA FRATACHO ALISADOR CON BORDES PERFECTOS - 1 UN,,consultar,,,8,LA BOTICA FRATACHO ALISADOR CON BORDES PERFECTOS - 1 UN consultar
FRATACHOS Y ESPÁTULAS,LA BOTICA FRATACHO FLEXIBLE - SET 2 UN,,consultar,,,8,LA BOTICA FRATACHO FLEXIBLE - SET 2 UN consultar
FRATACHOS Y ESPÁTULAS,LAIMALA ESPÁTULA EN ÁNGULO 12 CM - 1 UN,,consultar,,,8,LAIMALA ESPÁTULA EN ÁNGULO 12 CM - 1 UN consultar
FRATACHOS Y ESPÁTULAS,LAIMALA ESPÁTULA EN ÁNGULO 15 CM - 1 UN,,consultar,,,8,LAIMALA ESPÁTULA EN ÁNGULO 15 CM - 1 UN consultar
FRATACHOS Y ESPÁTULAS,LAIMALA ESPÁTULA TIP0 WILTON CON MANSO - 1 UN,,consultar,,,8,LAIMALA ESPÁTULA TIP0 WILTON CON MANSO - 1 UN consultar
FRATACHOS Y ESPÁTULAS,MOLDES D.E.L. FRATACHO ALISADOR PARA PASTA 10 X 18 CM - 1 UN,,consultar,,,8,MOLDES D.E.L. FRATACHO ALISADOR PARA PASTA 10 X 18 CM - 1 UN consultar
FRATACHOS Y ESPÁTULAS,MOLDES D.E.L. FRATACHO ALISADOR PARA PASTA PUNTA REDONDA 10 X 18 CM - 1 UN,,consultar,,,8,MOLDES D.E.L. FRATACHO ALISADOR PARA PASTA PUNTA REDONDA 10 X 18 CM - 1 UN consultar
FRATACHOS Y ESPÁTULAS,NOUVELLE CUISINE ESPÁTULA DE SILICONA COLOR NARANJA - 1 UN,,consultar,,,8,NOUVELLE CUISINE ESPÁTULA DE SILICONA COLOR NARANJA - 1 UN consultar
FRATACHOS Y ESPÁTULAS,NOUVELLE CUISINE ESPÁTULA DE SILICONA COLOR VERDE MANZANA - 1 UN,,consultar,,,8,NOUVELLE CUISINE ESPÁTULA DE SILICONA COLOR VERDE MANZANA - 1 UN consultar
FRATACHOS Y ESPÁTULAS,VARIOS JUEGO ESPÁTULAS TIPO WILTON CON MANGO - 2 UN,,consultar,,,8,VARIOS JUEGO ESPÁTULAS TIPO WILTON CON MANGO - 2 UN consultar
FRATACHOS Y ESPÁTULAS,WILTON ESPÁTULA ANCHA 33 CM - 1 UN,,consultar,,,8,WILTON ESPÁTULA ANCHA 33 CM - 1 UN consultar
FRATACHOS Y ESPÁTULAS,"WILTON ESPÁTULA CON SIERRA 38,1 CM - 1 UN",,consultar,,,8,"WILTON ESPÁTULA CON SIERRA 38,1 CM - 1 UN consultar"
FRATACHOS Y ESPÁTULAS,"WILTON ESPÁTULA EN ÁNGULO 22,8 CM - 1 UN",,consultar,,,8,"WILTON ESPÁTULA EN ÁNGULO 22,8 CM - 1 UN consultar"
FRATACHOS Y ESPÁTULAS,WILTON ESPÁTULA EN ÁNGULO 33 CM - 1 UN,,consultar,,,8,WILTON ESPÁTULA EN ÁNGULO 33 CM - 1 UN consultar
FRATACHOS Y ESPÁTULAS,WILTON FRATACHO ALISADOR PARA GLASÉ - 1 UN,,consultar,,,8,WILTON FRATACHO ALISADOR PARA GLASÉ - 1 UN consultar
FRATACHOS Y ESPÁTULAS,WILTON FRATACHO PARA FONDANT - 1 UN,,consultar,,,8,WILTON FRATACHO PARA FONDANT - 1 UN consultar
MANGAS Y CUPLAS,MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB LÍNEAHOGAR N° 1 - 10 UN,,priced,900.0,90000,8,"MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB LÍNEAHOGAR N° 1 - 10 UN $900,00"
MANGAS Y CUPLAS,MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB LÍNEAHOGAR N° 2 - 10 UN,,priced,1000.0,100000,8,"MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB LÍNEAHOGAR N° 2 - 10 UN $1.000,00"
MANGAS Y CUPLAS,MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB N° 0 - 10 UN,,priced,600.0,60000,8,"MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB N° 0 - 10 UN $600,00"
MANGAS Y CUPLAS,MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB N° 50 - 10 UN,,priced,2300.0,230000,8,"MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB N° 50 - 10 UN $2.300,00"
MANGAS Y CUPLAS,MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB N° 60 - 10 UN,,priced,2500.0,250000,8,"MANGAS BB MANGAS DESCARTABLES PLÁSTICO BB N° 60 - 10 UN $2.500,00"
MANGAS Y CUPLAS,PARPEN ROLLO DE MANGAS DESCARTABLES DE PLÁSTICO N° 23 - 50 UNIDADES,,priced,16400.0,1640000,8,"PARPEN ROLLO DE MANGAS DESCARTABLES DE PLÁSTICO N° 23 - 50 UNIDADES $16.400,00"
MANGAS Y CUPLAS,VARIOS MANGA DE TELA N° 50 - 1 UN,,priced,4500.0,450000,8,"VARIOS MANGA DE TELA N° 50 - 1 UN $4.500,00"
MANGAS Y CUPLAS,VARIOS MANGA DE TELA N° 60 - 1 UN,,priced,4500.0,450000,8,"VARIOS MANGA DE TELA N° 60 - 1 UN $4.500,00"
MANGAS Y CUPLAS,VARIOS MANGA DE TELA N° 70 - 1 UN,,priced,4500.0,450000,8,"VARIOS MANGA DE TELA N° 70 - 1 UN $4.500,00"
PICOS,VARIOS PIC0 CONFITERO COMÚN LISO/ CON FORMA/ RIZADO - 1 UN,,consultar,,,8,VARIOS PIC0 CONFITERO COMÚN LISO/ CON FORMA/ RIZADO - 1 UN consultar
DESCARTABLES DE ALUMINIO,ALPAC BUDINERA DESCARTABLE DE ALUMINIO 19 X 8 X 5 CM - 1 UN,,consultar,,,8,ALPAC BUDINERA DESCARTABLE DE ALUMINIO 19 X 8 X 5 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,ALPAC BUDINERA DESCARTABLE DE ALUMINIO 24 X 8 X 4 CM - 1 UN,,consultar,,,8,ALPAC BUDINERA DESCARTABLE DE ALUMINIO 24 X 8 X 4 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,ALPAC BUDINERA DESCARTABLE DE ALUMINIO 28 X 10 X 6 CM - 1 UN,,consultar,,,8,ALPAC BUDINERA DESCARTABLE DE ALUMINIO 28 X 10 X 6 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,ALUMFLEX TARTERA DE ALUMINIO DESCARTABLE REDONDA 26 CM - 1 UN,,consultar,,,8,ALUMFLEX TARTERA DE ALUMINIO DESCARTABLE REDONDA 26 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,ALUMFLEX TARTERA DE ALUMINIO DESCARTABLE REDONDA 33 CM - 1 UN,,consultar,,,8,ALUMFLEX TARTERA DE ALUMINIO DESCARTABLE REDONDA 33 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,ALUMFLEX TARTERA DE ALUMINIO DESCARTABLE REDONDA 36 CM - 1 UN,,consultar,,,8,ALUMFLEX TARTERA DE ALUMINIO DESCARTABLE REDONDA 36 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,VARIOS BUDINERA DESCARTABLE DE ALUMINIO N° 6 - 1 UN,,consultar,,,8,VARIOS BUDINERA DESCARTABLE DE ALUMINIO N° 6 - 1 UN consultar
DESCARTABLES DE ALUMINIO,VARIOS FLANERA DE ALUMINIO N° 7 - 1 UN,,consultar,,,8,VARIOS FLANERA DE ALUMINIO N° 7 - 1 UN consultar
DESCARTABLES DE ALUMINIO,VARIOS FLANERA DE ALUMINIO N° 10 - 1 UN,,consultar,,,8,VARIOS FLANERA DE ALUMINIO N° 10 - 1 UN consultar
DESCARTABLES DE ALUMINIO,VARIOS TARTERA DE ALUMINIO DESCARTABLE REDONDA 14 CM - 1 UN,,consultar,,,8,VARIOS TARTERA DE ALUMINIO DESCARTABLE REDONDA 14 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,VARIOS TARTERA DE ALUMINIO DESCARTABLE REDONDA 24 CM - 1 UN,,consultar,,,8,VARIOS TARTERA DE ALUMINIO DESCARTABLE REDONDA 24 CM - 1 UN consultar
DESCARTABLES DE ALUMINIO,VARIOS TARTERA DE ALUMINIO DESCARTABLE REDONDA 30 CM - 1 UN,,consultar,,,8,VARIOS TARTERA DE ALUMINIO DESCARTABLE REDONDA 30 CM - 1 UN consultar
BUDINERAS DESCARTABLES,"VARIOS MOLDE DESCARTABLE BUDÍN 300 G X 100 UN 18,5 X 5 X 5 CM - 1 UN",,consultar,,,8,"VARIOS MOLDE DESCARTABLE BUDÍN 300 G X 100 UN 18,5 X 5 X 5 CM - 1 UN consultar"
