category,name,description,status,price_ars,price_cents,source_page,raw_line
ESENCIAS,FLEIBOR ESENCIA FLEIBOR MENTA - BOTELLA 30 ML,,consultar,,,2,FLEIBOR ESENCIA FLEIBOR MENTA - BOTELLA 30 ML consultar
ESENCIAS,FLEIBOR ESENCIA FLEIBOR PAN DULCE (SOLUCION) - BOTELLA 30 ML,,consultar,,,2,FLEIBOR ESENCIA FLEIBOR PAN DULCE (SOLUCION) - BOTELLA 30 ML consultar
ESENCIAS,FLEIBOR ESENCIA FLEIBOR QUESO - BOTELLA 30 ML,,consultar,,,2,FLEIBOR ESENCIA FLEIBOR QUESO - BOTELLA 30 ML consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR AMARILLO SABOR VAINILLA) COLORMIX - POTE 80 G,,consultar,,,2,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR AMARILLO SABOR VAINILLA) COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR AZUL SABOR VAINILLA) COLORMIX - POTE 80 G,,consultar,,,2,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR AZUL SABOR VAINILLA) COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR R0J0 SABOR VAINILLA) COLORMIX - POTE 80 S,,consultar,,,2,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR R0J0 SABOR VAINILLA) COLORMIX - POTE 80 S consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR VERDE SABOR VAINILLA) COLORMIX - POTE 80 G,,consultar,,,2,DRIPCOLOR COLOR Y SABOR ARCOIRIS (COLOR VERDE SABOR VAINILLA) COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR BANANA COLORMIX - POTE 80 G,,consultar,,,2,DRIPCOLOR COLOR Y SABOR BANANA COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR LIMÓN COLORMIX - POTE 80 G,,consultar,,,2,DRIPCOLOR COLOR Y SABOR LIMÓN COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR NUEZ COLORMIX - POTE 80 G,,consultar,,,3,DRIPCOLOR COLOR Y SABOR NUEZ COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR PISTACHO COLORMIX - POTE 80 G,,consultar,,,3,DRIPCOLOR COLOR Y SABOR PISTACHO COLORMIX - POTE 80 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR KIT ARCOIRIS (6 COLORES SABOR VAINILLA) COLORMIX - POTE 90 G,,consultar,,,3,DRIPCOLOR COLOR Y SABOR KIT ARCOIRIS (6 COLORES SABOR VAINILLA) COLORMIX - POTE 90 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR PARMESANO COLORMIX - POTE 60 G,,consultar,,,3,DRIPCOLOR COLOR Y SABOR PARMESANO COLORMIX - POTE 60 G consultar
COLOR Y SABOR,DRIPCOLOR COLOR Y SABOR RED VELVET COLORMIX - POTE 60 G,,priced,4900.0,490000,3,"DRIPCOLOR COLOR Y SABOR RED VELVET COLORMIX - POTE 60 G $4.900,00"
COLORANTES EN AEROSOL,WILTON COLORANTE EN AEROSOL WILTON DORADO 42 G - 1 UN,,sin_stock,,,3,WILTON COLORANTE EN AEROSOL WILTON DORADO 42 G - 1 UN SIN STOCK
COLORANTES EN AEROSOL,WILTON COLORANTE EN AEROSOL WILTON NEGRO 42 G - 1 UN,,sin_stock,,,3,WILTON COLORANTE EN AEROSOL WILTON NEGRO 42 G - 1 UN SIN STOCK
COLORANTES EN AEROSOL,WILTON COLORANTE EN AEROSOL WILTON PERLA 42 G - 1 UN,,sin_stock,,,3,WILTON COLORANTE EN AEROSOL WILTON PERLA 42 G - 1 UN SIN STOCK
COLORANTES EN AEROSOL,WILTON COLORANTE EN AEROSOL WILTON PLATEADO 42 G - 1 UN,,sin_stock,,,3,WILTON COLORANTE EN AEROSOL WILTON PLATEADO 42 G - 1 UN SIN STOCK
COLORANTES EN PASTA Y GEL,BLOCH COLORANTE BLOCH AZUL MARINO - POTE 15 G,,priced,1800.0,180000,3,"BLOCH COLORANTE BLOCH AZUL MARINO - POTE 15 G $1.800,00"
COLORANTES EN PASTA Y GEL,BLOCH COLORANTE BLOCH R0J0 - POTE 15 S,,priced,1800.0,180000,3,"BLOCH COLORANTE BLOCH R0J0 - POTE 15 S $1.800,00"
COLORANTES EN PASTA Y GEL,BLOCH COLORANTE BLOCH NEGRO - POTE 15 S,,priced,1800.0,180000,3,"BLOCH COLORANTE BLOCH NEGRO - POTE 15 S $1.800,00"
COLORANTES EN PASTA Y GEL,FLEIBOR COLORANTE EN PASTA FLEIBOR COLORES VARIOS - POTE 15 G,,priced,1800.0,180000,3,"FLEIBOR COLORANTE EN PASTA FLEIBOR COLORES VARIOS - POTE 15 G $1.800,00"
COLORANTES EN POLVO,DRIPCOLOR COLORANTE DUST COLOR (COLORES VARIOS) - FRASCO 10 ML,,consultar,,,3,DRIPCOLOR COLORANTE DUST COLOR (COLORES VARIOS) - FRASCO 10 ML consultar
COLORANTES EN POLVO,FLEIBOR COLORANTE LIPOSOLUBLE FLEIBOR FULGORADO COLORES VARIOS - POTE 3 S,,priced,4600.0,460000,3,"FLEIBOR COLORANTE LIPOSOLUBLE FLEIBOR FULGORADO COLORES VARIOS - POTE 3 S $4.600,00"
COLORANTES EN POLVO,FLEIBOR COLORANTE LIPOSOLUBLE FLEIBOR COLORES VARIOS - POTE 5 S,,consultar,,,3,FLEIBOR COLORANTE LIPOSOLUBLE FLEIBOR COLORES VARIOS - POTE 5 S consultar
COLORANTES EN POLVO,FLEIBOR COLORANTE FLEIBOR ILUMINADOR DORADO - POTE 2 G,,consultar,,,3,FLEIBOR COLORANTE FLEIBOR ILUMINADOR DORADO - POTE 2 G consultar
COLORANTES EN POLVO,FLEIBOR COLORANTE FLEIBOR ILUMINADOR NACARADO - POTE 2 G,,consultar,,,3,FLEIBOR COLORANTE FLEIBOR ILUMINADOR NACARADO - POTE 2 G consultar
COLORANTES EN POLVO,LAUACU COLORANTE LAUACU COLORES VARIOS - POTE 4 G,,consultar,,,3,LAUACU COLORANTE LAUACU COLORES VARIOS - POTE 4 G consultar
COLORANTES EN POLVO,SUNFLOWER SUGAR ART COLORANTE SUNFLOWER SUGAR ART DORADOS VARIOS - POTE 4 G,,consultar,,,3,SUNFLOWER SUGAR ART COLORANTE SUNFLOWER SUGAR ART DORADOS VARIOS - POTE 4 G consultar
COLORANTES EN POLVO,SUNFLOWER SUGAR ART COLORANTE SUNFLOWER SUGAR ART PLATEADO NU SILVER - POTE 4 G,,consultar,,,3,SUNFLOWER SUGAR ART COLORANTE SUNFLOWER SUGAR ART PLATEADO NU SILVER - POTE 4 G consultar
COLORANTES EN POLVO,WILTON COLORANTE WILTON NACARADO PEARL DUST BLANCO - POTE 3 S,,consultar,,,3,WILTON COLORANTE WILTON NACARADO PEARL DUST BLANCO - POTE 3 S consultar
COLORANTES LÍQUIDOS,BLOCH COLORANTE BLOCH DORADO - FRASCO 10 G,,consultar,,,3,BLOCH COLORANTE BLOCH DORADO - FRASCO 10 G consultar
COLORANTES LÍQUIDOS,EDIBLEART COLORANTE EDIBLEART COLORES VARIOS - FRASCO 15 ML,,consultar,,,3,EDIBLEART COLORANTE EDIBLEART COLORES VARIOS - FRASCO 15 ML consultar
COLORANTES LÍQUIDOS,EMETH COLORANTE EMETH LÍQUIDO CARAMELO - BIDÓN 5 L,,priced,10400.0,1040000,3,"EMETH COLORANTE EMETH LÍQUIDO CARAMELO - BIDÓN 5 L $10.400,00"
COLORANTES LÍQUIDOS,EMETH COLORANTE EMETH LÍQUIDO CARAMELO - BIDÓN 1 L,,priced,4000.0,400000,3,"EMETH COLORANTE EMETH LÍQUIDO CARAMELO - BIDÓN 1 L $4.000,00"
COLORANTES LÍQUIDOS,"EMETH COLORANTE EMETH AMARILLO ""S"" - BIDÓN 2 L",,priced,3700.0,370000,3,"EMETH COLORANTE EMETH AMARILLO ""S"" - BIDÓN 2 L $3.700,00"
DESHIDRATADOS,VILLARES CEBOLLA DESHIDRATADA EN ESCAMAS - BOLSA 1 KG,,priced,15000.0,1500000,3,"VILLARES CEBOLLA DESHIDRATADA EN ESCAMAS - BOLSA 1 KG $15.000,00"
DESHIDRATADOS,SIETE LAGOS CHIPS (RODAJAS) DE BANANA FRITAS AZUCARADAS A GRANEL,,priced,10500.0,1050000,3,"SIETE LAGOS CHIPS (RODAJAS) DE BANANA FRITAS AZUCARADAS A GRANEL $10.500,00"
DESHIDRATADOS,VILLARES COCO RALLADO XKG,,priced,7900.0,790000,3,"VILLARES COCO RALLADO XKG $7.900,00"
DESHIDRATADOS,VARIOS COCO RALLADO COMUN LOW FAT BOLSA X 25 KG,,priced,170000.0,17000000,3,"VARIOS COCO RALLADO COMUN LOW FAT BOLSA X 25 KG $170.000,00"
DESHIDRATADOS,VARIOS COCO RALLADO HIGH FAT BOLSA X 25 KG,,priced,247500.0,24750000,3,"VARIOS COCO RALLADO HIGH FAT BOLSA X 25 KG $247.500,00"
DESHIDRATADOS,RODRIGUEZ PRIETO COCO RALLADO HIGH FAT POR KG,,priced,9900.0,990000,3,"RODRIGUEZ PRIETO COCO RALLADO HIGH FAT POR KG $9.900,00"
ESPECIAS,DOBLE VÍA SAL ENTREFINA - BOLSA 25 KG,,priced,12000.0,1200000,3,"DOBLE VÍA SAL ENTREFINA - BOLSA 25 KG $12.000,00"
ESPECIAS,DOBLE VÍA SAL FINA - BOLSA 25 KG,,priced,12000.0,1200000,3,"DOBLE VÍA SAL FINA - BOLSA 25 KG $12.000,00"
ESPECIAS,ROCASUR ORÉGANO - BOLSA 1 KG,,priced,9000.0,900000,3,"ROCASUR ORÉGANO - BOLSA 1 KG $9.000,00"
ESPECIAS,ROCASUR PROVENZAL - BOLSA 1 KG,,priced,10000.0,1000000,3,"ROCASUR PROVENZAL - BOLSA 1 KG $10.000,00"
ESPECIAS,VARIOS ADOBO PARA PIZZA - BOLSA 1 KG,,priced,9000.0,900000,3,"VARIOS ADOBO PARA PIZZA - BOLSA 1 KG $9.000,00"
ESPECIAS,VARIOS CANELA MOLIDA - BOLSA 1 KG,,priced,15000.0,1500000,3,"VARIOS CANELA MOLIDA - BOLSA 1 KG $15.000,00"
ESPECIAS,VILLARES PIMENTÓN AHUMADO EL PEONCITO - BOLSA 1 KG,,priced,17500.0,1750000,3,"VILLARES PIMENTÓN AHUMADO EL PEONCITO - BOLSA 1 KG $17.500,00"
ESPECIAS,VARIOS CEBOLLA DESHIDRATADA X 1KG,,priced,14000.0,1400000,3,"VARIOS CEBOLLA DESHIDRATADA X 1KG $14.000,00"
SEMILLAS,EL PEONCITO MIX DE SEMILLAS EL PEONCITO - BOLSA 1 KG,,priced,5000.0,500000,3,"EL PEONCITO MIX DE SEMILLAS EL PEONCITO - BOLSA 1 KG $5.000,00"
SEMILLAS,VARIOS MIX DE SEMILLAS - BOLSA 1 KG,,priced,4500.0,450000,3,"VARIOS MIX DE SEMILLAS - BOLSA 1 KG $4.500,00"
SEMILLAS,EL PEONCITO SEMILLAS DE AMAPOLA - BOLSA 1KG,,priced,12000.0,1200000,3,"EL PEONCITO SEMILLAS DE AMAPOLA - BOLSA 1KG $12.000,00"
SEMILLAS,VARIOS SEMILLAS DE ANÍS EN GRANO - BOLSA 1 KG,,priced,11000.0,1100000,3,"VARIOS SEMILLAS DE ANÍS EN GRANO - BOLSA 1 KG $11.000,00"
SEMILLAS,VARIOS SEMILLAS DE GIRASOL PELADO - BOLSA 1 KG,,priced,3000.0,300000,3,"VARIOS SEMILLAS DE GIRASOL PELADO - BOLSA 1 KG $3.000,00"
SEMILLAS,VARIOS SEMILLAS DE LIN0 CLASIFICADO - BOLSA 1 KG,,priced,3000.0,300000,3,"VARIOS SEMILLAS DE LIN0 CLASIFICADO - BOLSA 1 KG $3.000,00"
SEMILLAS,VARIOS SEMILLAS DE SÉSAMO BLANCO - BOLSA 1 KS,,priced,8500.0,850000,3,"VARIOS SEMILLAS DE SÉSAMO BLANCO - BOLSA 1 KS $8.500,00"
SEMILLAS,VARIOS SEMILLAS DE SÉSAMO INTEGRAL - BOLSA 1 KG,,priced,4500.0,450000,3,"VARIOS SEMILLAS DE SÉSAMO INTEGRAL - BOLSA 1 KG $4.500,00"
SEMILLAS,VARIOS SEMILLAS DE LIN0 CLASIFICADO - BOLSA 5 KG,,no_price,,,3,VARIOS SEMILLAS DE LIN0 CLASIFICADO - BOLSA 5 KG -
SEMILLAS,MILLARES SEMILLAS DE CHÍA VILLARES - BOLSA 1 KG,,priced,4900.0,490000,3,"MILLARES SEMILLAS DE CHÍA VILLARES - BOLSA 1 KG $4.900,00"
SALSAS,ORESTES SALSA DE TOMATE ORESTES - BIDÓN 10 KG,,priced,8000.0,800000,3,"ORESTES SALSA DE TOMATE ORESTES - BIDÓN 10 KG $8.000,00"
FRUTAS CONFITADAS,EMETH GUINDELAS ROJAS - BALDE 5 KG,,priced,18000.0,1800000,3,"EMETH GUINDELAS ROJAS - BALDE 5 KG $18.000,00"
FRUTAS CONFITADAS,EMETH GUINDELAS VERDES - BALDE 5 KG,,priced,18000.0,1800000,3,"EMETH GUINDELAS VERDES - BALDE 5 KG $18.000,00"
FRUTAS CONFITADAS,ORIETA FRUTA ESCURRIDA ORIETA - CAJA 10 KG,,no_price,,,3,ORIETA FRUTA ESCURRIDA ORIETA - CAJA 10 KG -
FRUTAS CONFITADAS,TAXONERA CÁSCARA DE NARANJA EN TIRA CONFITADA - CAJA 10 KG,,priced,60000.0,6000000,3,"TAXONERA CÁSCARA DE NARANJA EN TIRA CONFITADA - CAJA 10 KG $60.000,00"
FRUTAS CONFITADAS,TAXONERA FRUTA ESCURRIDA TAXONERA - CAJA 10 KG,,priced,40000.0,4000000,3,"TAXONERA FRUTA ESCURRIDA TAXONERA - CAJA 10 KG $40.000,00"
FRUTAS CONFITADAS,VARIOS NARANJA EN TIRA GLACEADA - CAJA 2 KG,,no_price,,,3,VARIOS NARANJA EN TIRA GLACEADA - CAJA 2 KG -
FRUTAS CONFITADAS,TAXONERA NARANJA EN TIRA GLACEADA - CAJA 10 KG,,priced,56000.0,5600000,3,"TAXONERA NARANJA EN TIRA GLACEADA - CAJA 10 KG $56.000,00"
DERIVADOS DE FRUTAS,LODISER C0C0 RALLADO FIN0 - BOLSA 25 KG,,priced,150000.0,15000000,3,"LODISER C0C0 RALLADO FIN0 - BOLSA 25 KG $150.000,00"
DERIVADOS DE FRUTAS,LODISER C0C0 RALLADO FIN0 - FRACCIONADO POR KG,,priced,6000.0,600000,3,"LODISER C0C0 RALLADO FIN0 - FRACCIONADO POR KG $6.000,00"
PASAS DE UVA,GOLDEN SEEDLESS RAISINS PASAS DE UVA RUBIAS SIN SEMILLA SULTANINAS - CAJA 12.5 KG,,priced,70000.0,7000000,3,"GOLDEN SEEDLESS RAISINS PASAS DE UVA RUBIAS SIN SEMILLA SULTANINAS - CAJA 12.5 KG $70.000,00"
PASAS DE UVA,GOLDEN SEEDLESS RAISINS PASAS DE UVA RUBIAS SIN SEMILLA SULTANINAS - FRACCIONADO POR 1 KG,,no_price,,,3,GOLDEN SEEDLESS RAISINS PASAS DE UVA RUBIAS SIN SEMILLA SULTANINAS - FRACCIONADO POR 1 KG -
PASAS DE UVA,VARIOS PASAS DE UVA SIN SEMILLA JUMBO - 1 KG,,priced,65000.0,6500000,3,"VARIOS PASAS DE UVA SIN SEMILLA JUMBO - 1 KG $65.000,00"
PASAS DE UVA,VARIOS PASAS DE UVA SIN SEMILLA JUMBO - 1 KG economicas,,priced,53000.0,5300000,3,"VARIOS PASAS DE UVA SIN SEMILLA JUMBO - 1 KG economicas $53.000,00"
PASAS DE UVA,VARIOS PASAS DE UVA SIN SEMILLA SULTANINA - CAJA 12.5 KG,,no_price,,,4,VARIOS PASAS DE UVA SIN SEMILLA SULTANINA - CAJA 12.5 KG -
FRUTAS ENLATADAS,FRUTAS DE CURICÓ KIWIS CONFITADOS EN ALMÍBAR EN RODAJAS FRUTAS CURICÓ - LATA 3.1 KG,,no_price,,,4,FRUTAS DE CURICÓ KIWIS CONFITADOS EN ALMÍBAR EN RODAJAS FRUTAS CURICÓ - LATA 3.1 KG -
FRUTAS ENLATADAS,CURICO CEREZAS EN ALMÍBAR CURICO - LATA 3.25 KG,,priced,28000.0,2800000,4,"CURICO CEREZAS EN ALMÍBAR CURICO - LATA 3.25 KG $28.000,00"
FRUTAS ENLATADAS,SIETE LAGOS CEREZAS EN ALMÍBAR AL MARRASCHINO SIETE LAGOS - LATA 3.1 KS,,priced,21000.0,2100000,4,"SIETE LAGOS CEREZAS EN ALMÍBAR AL MARRASCHINO SIETE LAGOS - LATA 3.1 KS $21.000,00"
FRUTAS ENLATADAS,VARIOS CEREZAS CON CABO - LATA 3.1 KG,,priced,41140.0,4114000,4,"VARIOS CEREZAS CON CABO - LATA 3.1 KG $41.140,00"
FRUTAS ENLATADAS,TAXONERA HIGOS EN ALMÍBAR PARA REPOSTERÍATAXONERA - LATA 3.1 KG,,priced,18000.0,1800000,4,"TAXONERA HIGOS EN ALMÍBAR PARA REPOSTERÍATAXONERA - LATA 3.1 KG $18.000,00"
FRUTOS SECOS,VARIOS ALMENDRAS ENTERAS - FRACCIONADO POR KG,,priced,22000.0,2200000,4,"VARIOS ALMENDRAS ENTERAS - FRACCIONADO POR KG $22.000,00"
FRUTOS SECOS,VILLARES ALMENDRAS MEDIANAS - FRACCIONADO POR KG,,priced,23000.0,2300000,4,"VILLARES ALMENDRAS MEDIANAS - FRACCIONADO POR KG $23.000,00"
FRUTOS SECOS,VARIOS AVELLANAS PELADAS - FRACCIONADO POR KG,,priced,18500.0,1850000,4,"VARIOS AVELLANAS PELADAS - FRACCIONADO POR KG $18.500,00"
FRUTOS SECOS,VARIOS CASTAÑAS DE CAJÚ PARTIDAS A GRANEL - FRACCIONADO POR KG,,priced,11600.0,1160000,4,"VARIOS CASTAÑAS DE CAJÚ PARTIDAS A GRANEL - FRACCIONADO POR KG $11.600,00"
FRUTOS SECOS,VARIOS NUECES AMBAR MARIPOSA X KG,,priced,19300.0,1930000,4,"VARIOS NUECES AMBAR MARIPOSA X KG $19.300,00 $14.900,00"
FRUTOS SECOS,VARIOS NUECES MARIPOSA BLANCA EXTRALIGHT - CAJA 2 X 5 KB,,priced,206000.0,20600000,4,"VARIOS NUECES MARIPOSA BLANCA EXTRALIGHT - CAJA 2 X 5 KB $206.000,00"
FRUTOS SECOS,VARIOS NUECES MARIPOSA BLANCA EXTRALIGHT - BOLSA 5 KG,,priced,103000.0,10300000,4,"VARIOS NUECES MARIPOSA BLANCA EXTRALIGHT - BOLSA 5 KG $103.000,00"
FRUTOS SECOS,VARIOS NUECES MARIPOSA BLANCA EXTRALIGHT - FRACCIONADO POR KG,,priced,20600.0,2060000,4,"VARIOS NUECES MARIPOSA BLANCA EXTRALIGHT - FRACCIONADO POR KG $20.600,00 $17.000,00"
FRUTOS SECOS,VARIOS NUECES MARIPOSA DORADA - CAJA 2 X 5 KG,,priced,120000.0,12000000,4,"VARIOS NUECES MARIPOSA DORADA - CAJA 2 X 5 KG $120.000,00"
FRUTOS SECOS,VARIOS NUECES MARIPOSA DORADA - BOLSA 5 KG,,priced,60000.0,6000000,4,"VARIOS NUECES MARIPOSA DORADA - BOLSA 5 KG $60.000,00"
FRUTOS SECOS,VARIOS NUECES MARIPOSA DORADA - FRACCIONADO POR KG,,priced,12000.0,1200000,4,"VARIOS NUECES MARIPOSA DORADA - FRACCIONADO POR KG $12.000,00"
FRUTOS SECOS,VARIOS NUECES 1/4 DORADA - FRACCIONADO POR KG,,priced,11500.0,1150000,4,"VARIOS NUECES 1/4 DORADA - FRACCIONADO POR KG $11.500,00"
FRUTOS SECOS,VILLARES CASTAÑAS DE CAJÚ ENTERAS A GRANEL - CAJA 22.6 KG,,priced,262160.0,26216000,4,"VILLARES CASTAÑAS DE CAJÚ ENTERAS A GRANEL - CAJA 22.6 KG $262.160,00"
FRUTOS SECOS,VARIOS PISTACHOS SIN CASCARA NEUTROS X KG,,priced,50000.0,5000000,4,"VARIOS PISTACHOS SIN CASCARA NEUTROS X KG $50.000,00"
FRUTOS SECOS,VILLARES MANÍ REPELADO TOSTADO SIN SAL - FRACCIONADO POR KG,,priced,4000.0,400000,4,"VILLARES MANÍ REPELADO TOSTADO SIN SAL - FRACCIONADO POR KG $4.000,00"
FRUTOS SECOS BAÑADOS,ARGENFRUT ALMENDRAS CON CHOCOLATE CON LECHE ARGENFRUT J00.100 - BOLSA 1 KG,,no_price,,,4,ARGENFRUT ALMENDRAS CON CHOCOLATE CON LECHE ARGENFRUT J00.100 - BOLSA 1 KG -
FRUTOS SECOS BAÑADOS,ARGENFRUT CROCANTE DE MANÍ CON BAÑ0 DE CHOCOLATE ARGENFRUT 109.300 - BOLSA 1 KG,,priced,7500.0,750000,4,"ARGENFRUT CROCANTE DE MANÍ CON BAÑ0 DE CHOCOLATE ARGENFRUT 109.300 - BOLSA 1 KG $7.500,00"
FRUTOS SECOS BAÑADOS,ARGENFRUT MANÍ CON CHOCOLATE SEMIAMARGO ARGENFRUT 106001 - BOLSA 1 KG,,priced,15000.0,1500000,4,"ARGENFRUT MANÍ CON CHOCOLATE SEMIAMARGO ARGENFRUT 106001 - BOLSA 1 KG $15.000,00"
FRUTOS SECOS BAÑADOS,CHOCOLATE COLONIAL MANÍCON CHOCOLATE SEMIAMARGO CHOCOLATE COLONIAL- BOLSA 1 KS,,no_price,,,4,CHOCOLATE COLONIAL MANÍCON CHOCOLATE SEMIAMARGO CHOCOLATE COLONIAL- BOLSA 1 KS -
FRUTOS SECOS BAÑADOS,CHOCOLATES INDUSTRIALES ALMENDRAS CON CHOCOLATE CON LECHE CHOCOLATES INDUSTRIALES - CAJA 7 KG,,no_price,,,4,CHOCOLATES INDUSTRIALES ALMENDRAS CON CHOCOLATE CON LECHE CHOCOLATES INDUSTRIALES - CAJA 7 KG -
FRUTOS SECOS BAÑADOS,"CHOCOLATES INDUSTRIALES MANÍ CROCANTE ""XL"" CON COBERTURA DE LECHE CHOCOLATES INDUSTRIALES - CAJA 5 KG",,no_price,,,4,"CHOCOLATES INDUSTRIALES MANÍ CROCANTE ""XL"" CON COBERTURA DE LECHE CHOCOLATES INDUSTRIALES - CAJA 5 KG -"
HARINAS DE TRIGO,CABODI HARINA DE TRIGO CABODI 0000 - BOLSA 25 KG,,priced,22000.0,2200000,4,"CABODI HARINA DE TRIGO CABODI 0000 - BOLSA 25 KG $22.000,00"
HARINAS DE TRIGO,PEHUAJÓ HARINA DE TRIGO 000 PEHUAJÓ - BOLSA 25 KG,,priced,17200.0,1720000,4,"PEHUAJÓ HARINA DE TRIGO 000 PEHUAJÓ - BOLSA 25 KG $17.200,00"
HARINAS DE TRIGO,PEHUAJÓ HARINA DE TRIGO 0000 PEHUAJÓ - BOLSA 25 KG,,priced,21000.0,2100000,4,"PEHUAJÓ HARINA DE TRIGO 0000 PEHUAJÓ - BOLSA 25 KG $21.000,00"
HARINAS ESPECIALES,ARCOR ALMIDÓN DE MAÍZ MISKY - BOLSA 10 KG,,priced,15500.0,1550000,4,"ARCOR ALMIDÓN DE MAÍZ MISKY - BOLSA 10 KG $15.500,00"
HARINAS ESPECIALES,BUFFALO ALMIDÓN DE MAÍZ BUFFALO - BOLSA 25 KG,,priced,28000.0,2800000,4,"BUFFALO ALMIDÓN DE MAÍZ BUFFALO - BOLSA 25 KG $28.000,00"
HARINAS ESPECIALES,DEWEY ALMIDÓN DE MAÍZ - BOLSA 1 KG,,priced,2700.0,270000,4,"DEWEY ALMIDÓN DE MAÍZ - BOLSA 1 KG $2.700,00"
HARINAS ESPECIALES,DICOMERE AVENA ARROLLADA FINA DICOMERE - BOLSA 5 KG,,priced,9200.0,920000,4,"DICOMERE AVENA ARROLLADA FINA DICOMERE - BOLSA 5 KG $9.200,00"
HARINAS ESPECIALES,VARIOS FÉCULA DE MANDIOCA - BOLSA 10 KG,,priced,12000.0,1200000,4,"VARIOS FÉCULA DE MANDIOCA - BOLSA 10 KG $12.000,00"
HARINAS ESPECIALES,VARIOS HARINA DE ARROZ - BOLSA 5 KG,,priced,8000.0,800000,4,"VARIOS HARINA DE ARROZ - BOLSA 5 KG $8.000,00"
HARINAS ESPECIALES,FEMAG FÉCULA DE MANDIOCA FEMAG - BOLSA 25 KG,,priced,32000.0,3200000,4,"FEMAG FÉCULA DE MANDIOCA FEMAG - BOLSA 25 KG $32.000,00"
HARINAS ESPECIALES,MOLINO CAÑUELAS HARINA DE SALVADO CAÑUELAS - BOLSA 20 KG,,priced,12000.0,1200000,4,"MOLINO CAÑUELAS HARINA DE SALVADO CAÑUELAS - BOLSA 20 KG $12.000,00"
HARINAS ESPECIALES,MOLINO CAÑUELAS SEMOLÍN DE TRIGO - BOLSA 25 KG,,priced,24000.0,2400000,4,"MOLINO CAÑUELAS SEMOLÍN DE TRIGO - BOLSA 25 KG $24.000,00"
HARINAS ESPECIALES,MOLINO CAÑUELAS HARINA DE TRIGO INTEGRAL FINA PUREZA - BOLSA 5 KG,,priced,4500.0,450000,4,"MOLINO CAÑUELAS HARINA DE TRIGO INTEGRAL FINA PUREZA - BOLSA 5 KG $4.500,00"
HARINAS ESPECIALES,MOLINO CAÑUELAS HARINA DE TRIGO INTEGRAL FINA PUREZA - BOLSA 25 KG,,priced,22000.0,2200000,4,"MOLINO CAÑUELAS HARINA DE TRIGO INTEGRAL FINA PUREZA - BOLSA 25 KG $22.000,00"
HARINAS ESPECIALES,VILLARES HARINA DE ALMENDRA - FRACCIONADO POR KG,,priced,26000.0,2600000,4,"VILLARES HARINA DE ALMENDRA - FRACCIONADO POR KG $26.000,00"
CREMAS,LEDEVIT CREMA LEDEVIT CHANTILLY - BIDÓN 4.7 KG,,priced,33000.0,3300000,4,"LEDEVIT CREMA LEDEVIT CHANTILLY - BIDÓN 4.7 KG $33.000,00"
CREMAS,LEDEVIT CREMA LEDEVIT CHOCOLATE - BIDÓN 4.7 KS,,priced,36000.0,3600000,4,"LEDEVIT CREMA LEDEVIT CHOCOLATE - BIDÓN 4.7 KS $36.000,00"
CREMAS,LEDEVIT CREMA LEDEVIT VAINILLA - BIDÓN 4.7 KG,,priced,33000.0,3300000,4,"LEDEVIT CREMA LEDEVIT VAINILLA - BIDÓN 4.7 KG $33.000,00"
CREMAS,LEDEVIT CREMA LEDEVIT CHANTILLY - POTE 1 KG,,priced,6700.0,670000,4,"LEDEVIT CREMA LEDEVIT CHANTILLY - POTE 1 KG $6.700,00"
CREMAS,LEDEVIT CREMA LEDEVIT CHOCOLATE - POTE 1 KG,,no_price,,,4,LEDEVIT CREMA LEDEVIT CHOCOLATE - POTE 1 KG -
CREMAS,LEDEVIT CREMA LEDEVIT VAINILLA - POTE 1 KG,,priced,6700.0,670000,4,"LEDEVIT CREMA LEDEVIT VAINILLA - POTE 1 KG $6.700,00"
CREMAS,LEDEVIT CREMA LEDEVIT CHANTILLY - POTE 500 G,,priced,3900.0,390000,4,"LEDEVIT CREMA LEDEVIT CHANTILLY - POTE 500 G $3.900,00"
CREMAS,LEDEVIT CREMA LEDEVIT CHOCOLATE - POTE 500 S,,no_price,,,4,LEDEVIT CREMA LEDEVIT CHOCOLATE - POTE 500 S -
